OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,Year,Month,MonthName,Quarter,YearMonth,OrderCount,CustomerType
540733,101214,2024-01-06,2001,3,0,Gateway,Completed,59,Shiraz,2023-09-19,New,Wireless Mouse,Electronics,18,54,54,2024,1,January,Q1,2024-01,4,Repeat Customer
540734,105716,2024-11-07,2017,1,0,CardToCard,Completed,38,Mashhad,2024-12-02,New,HDMI Cable,Accessories,11,11,11,2024,11,November,Q4,2024-11,6,Repeat Customer
540735,102483,2026-01-18,2001,2,0,Wallet,Completed,26,Shiraz,2025-01-15,Regular,Wireless Mouse,Electronics,18,36,36,2026,1,January,Q1,2026-01,8,Repeat Customer
540738,101081,2026-02-21,2020,1,10,Gateway,Completed,62,Tehran,2024-09-14,Regular,Gaming Controller,Gaming,68,61,61,2026,2,February,Q1,2026-02,7,Repeat Customer
540740,106019,2025-08-24,2014,2,20,Wallet,Completed,54,Tehran,2024-11-05,Regular,Backpack,Accessories,42,67,67,2025,8,August,Q3,2025-08,7,Repeat Customer
540741,101331,2026-01-26,2006,1,5,Cash,Completed,39,Isfahan,2024-03-31,Regular,Webcam,Electronics,48,46,46,2026,1,January,Q1,2026-01,4,Repeat Customer
540742,101208,2024-07-11,2013,2,0,Gateway,Completed,52,Mashhad,2023-01-30,Regular,Notebook,Stationery,7,14,14,2024,7,July,Q3,2024-07,9,Repeat Customer
540743,101146,2024-04-27,2007,4,10,Gateway,Completed,41,Tabriz,2023-10-29,New,Headphones,Electronics,75,270,270,2024,4,April,Q2,2024-04,5,Repeat Customer
540744,102076,2025-02-12,2013,1,0,Wallet,Completed,37,Isfahan,2023-11-29,Regular,Notebook,Stationery,7,7,7,2025,2,February,Q1,2025-02,7,Repeat Customer
540745,102839,2025-06-22,2010,1,5,Gateway,Completed,41,Karaj,2025-02-18,New,Fitness Band,Wearables,55,52,52,2025,6,June,Q2,2025-06,10,Repeat Customer
540746,101308,2025-05-05,2018,4,0,Cash,Completed,29,Ahvaz,2023-12-15,New,Microphone,Electronics,85,340,340,2025,5,May,Q2,2025-05,6,Repeat Customer
540747,106806,2025-08-10,2003,1,20,Wallet,Completed,43,Tabriz,2023-04-22,New,USB-C Cable,Accessories,9,7,7,2025,8,August,Q3,2025-08,4,Repeat Customer
540748,103673,2026-03-19,2003,1,0,Gateway,Completed,46,Kerman,2025-11-05,Regular,USB-C Cable,Accessories,9,9,9,2026,3,March,Q1,2026-03,4,Repeat Customer
540749,104459,2024-04-09,2004,2,0,CardToCard,Completed,23,Shiraz,2024-02-12,Regular,Power Bank,Electronics,35,70,70,2024,4,April,Q2,2024-04,8,Repeat Customer
540750,102594,2026-05-15,2003,2,15,CardToCard,Completed,22,Qom,2023-06-24,Regular,USB-C Cable,Accessories,9,15,15,2026,5,May,Q2,2026-05,10,Repeat Customer
540751,106133,2024-05-18,2007,2,5,Gateway,Completed,61,Tehran,2023-10-08,Regular,Headphones,Electronics,75,142,142,2024,5,May,Q2,2024-05,9,Repeat Customer
540752,109249,2026-04-06,2017,1,10,Cash,Completed,42,Tehran,2024-06-18,Regular,HDMI Cable,Accessories,11,10,10,2026,4,April,Q2,2026-04,5,Repeat Customer
540753,108498,2025-10-17,2005,1,10,Gateway,Completed,27,Isfahan,2025-02-22,Regular,Laptop Stand,Accessories,28,25,25,2025,10,October,Q4,2025-10,7,Repeat Customer
540754,109787,2025-12-01,2002,4,10,Gateway,Completed,43,Ahvaz,2024-01-26,Regular,Mechanical Keyboard,Electronics,62,223,223,2025,12,December,Q4,2025-12,5,Repeat Customer
540755,104769,2026-01-25,2008,1,15,Gateway,Completed,23,Karaj,2025-07-03,Regular,Phone Case,Accessories,14,12,12,2026,1,January,Q1,2026-01,5,Repeat Customer
540756,102780,2024-04-07,2001,1,5,CardToCard,Completed,20,Karaj,2024-06-20,Regular,Wireless Mouse,Electronics,18,17,17,2024,4,April,Q2,2024-04,6,Repeat Customer
540757,100587,2025-07-27,2004,2,5,CardToCard,Completed,51,Shiraz,2023-02-09,New,Power Bank,Electronics,35,66,66,2025,7,July,Q3,2025-07,7,Repeat Customer
540758,107823,2024-10-26,2002,1,10,Wallet,Completed,19,Tehran,2025-05-10,Regular,Mechanical Keyboard,Electronics,62,56,56,2024,10,October,Q4,2024-10,1,New Customer
540759,103282,2024-11-24,2013,2,10,Gateway,Completed,54,Shiraz,2024-04-16,Regular,Notebook,Stationery,7,13,13,2024,11,November,Q4,2024-11,7,Repeat Customer
540760,107785,2025-03-30,2015,2,0,Wallet,Completed,41,Shiraz,2024-02-04,New,Bluetooth Speaker,Electronics,58,116,116,2025,3,March,Q1,2025-03,2,Repeat Customer
540761,107696,2025-06-01,2004,2,15,CardToCard,Completed,51,Qom,2025-09-10,VIP,Power Bank,Electronics,35,60,60,2025,6,June,Q2,2025-06,4,Repeat Customer
540762,103341,2025-08-30,2008,3,15,Gateway,Completed,43,Tehran,2023-09-20,Regular,Phone Case,Accessories,14,36,36,2025,8,August,Q3,2025-08,5,Repeat Customer
540763,108915,2025-06-11,2006,1,0,Gateway,Completed,50,Kerman,2024-07-29,New,Webcam,Electronics,48,48,48,2025,6,June,Q2,2025-06,8,Repeat Customer
540764,102268,2024-07-15,2003,1,5,Gateway,Completed,52,Tabriz,2023-08-07,New,USB-C Cable,Accessories,9,9,9,2024,7,July,Q3,2024-07,10,Repeat Customer
540765,109557,2024-11-08,2001,2,10,CardToCard,Completed,54,Tehran,2024-04-19,Regular,Wireless Mouse,Electronics,18,32,32,2024,11,November,Q4,2024-11,5,Repeat Customer
540766,107711,2026-01-14,2013,1,0,Gateway,Completed,30,Tabriz,2023-06-15,VIP,Notebook,Stationery,7,7,7,2026,1,January,Q1,2026-01,9,Repeat Customer
540767,104932,2025-09-08,2004,1,0,Gateway,Returned,53,Karaj,2024-08-20,Regular,Power Bank,Electronics,35,35,35,2025,9,September,Q3,2025-09,3,Repeat Customer
540768,103106,2025-02-01,2004,1,10,CardToCard,Completed,32,Tehran,2025-04-12,Regular,Power Bank,Electronics,35,32,32,2025,2,February,Q1,2025-02,6,Repeat Customer
540769,103766,2024-07-24,2017,1,5,Gateway,Completed,37,Isfahan,2024-11-07,Regular,HDMI Cable,Accessories,11,10,10,2024,7,July,Q3,2024-07,3,Repeat Customer
540770,100061,2025-12-20,2008,2,10,Gateway,Completed,62,Tehran,2024-01-31,Regular,Phone Case,Accessories,14,25,25,2025,12,December,Q4,2025-12,9,Repeat Customer
540771,107489,2024-08-03,2008,1,0,Wallet,Completed,18,Ahvaz,2025-07-30,New,Phone Case,Accessories,14,14,14,2024,8,August,Q3,2024-08,5,Repeat Customer
540772,103313,2026-03-01,2014,3,10,CardToCard,Completed,62,Tehran,2023-02-14,New,Backpack,Accessories,42,113,113,2026,3,March,Q1,2026-03,10,Repeat Customer
540773,105498,2025-01-15,2015,1,5,Gateway,Completed,41,Karaj,2024-08-15,VIP,Bluetooth Speaker,Electronics,58,55,55,2025,1,January,Q1,2025-01,9,Repeat Customer
540774,106733,2025-07-26,2013,3,0,Gateway,Returned,46,Kerman,2024-12-14,New,Notebook,Stationery,7,21,21,2025,7,July,Q3,2025-07,9,Repeat Customer
540775,108672,2024-07-11,2001,3,5,Gateway,Completed,21,Rasht,2023-06-19,Regular,Wireless Mouse,Electronics,18,51,51,2024,7,July,Q3,2024-07,10,Repeat Customer
540776,102911,2024-05-12,2003,4,15,CardToCard,Completed,23,Kerman,2025-07-19,Regular,USB-C Cable,Accessories,9,31,31,2024,5,May,Q2,2024-05,7,Repeat Customer
540777,107502,2024-07-23,2011,3,10,Wallet,Completed,22,Tehran,2024-01-05,New,Desk Lamp,Home Office,32,86,86,2024,7,July,Q3,2024-07,7,Repeat Customer
540778,103055,2025-04-26,2006,1,0,Gateway,Completed,55,Rasht,2025-07-05,Regular,Webcam,Electronics,48,48,48,2025,4,April,Q2,2025-04,3,Repeat Customer
540779,100600,2025-08-17,2014,1,5,CardToCard,Cancelled,48,Isfahan,2025-12-09,Regular,Backpack,Accessories,42,40,40,2025,8,August,Q3,2025-08,1,New Customer
540780,101713,2025-02-20,2011,2,0,Gateway,Completed,60,Mashhad,2025-09-24,Regular,Desk Lamp,Home Office,32,64,64,2025,2,February,Q1,2025-02,7,Repeat Customer
540781,100795,2025-11-11,2008,2,10,Gateway,Cancelled,38,Karaj,2023-11-30,New,Phone Case,Accessories,14,25,25,2025,11,November,Q4,2025-11,6,Repeat Customer
540782,102322,2024-05-11,2017,2,10,Gateway,Completed,19,Tehran,2023-07-18,New,HDMI Cable,Accessories,11,20,20,2024,5,May,Q2,2024-05,3,Repeat Customer
540783,109884,2026-04-12,2008,2,20,Gateway,Completed,20,Tehran,2025-01-21,New,Phone Case,Accessories,14,22,22,2026,4,April,Q2,2026-04,6,Repeat Customer
540784,107212,2025-06-02,2013,1,5,Gateway,Cancelled,18,Tehran,2023-02-21,Regular,Notebook,Stationery,7,7,7,2025,6,June,Q2,2025-06,6,Repeat Customer
540785,105815,2024-10-13,2003,2,5,Wallet,Completed,46,Tehran,2025-03-23,Regular,USB-C Cable,Accessories,9,17,17,2024,10,October,Q4,2024-10,6,Repeat Customer
540786,107145,2025-04-18,2005,1,10,Cash,Completed,29,Mashhad,2024-03-09,VIP,Laptop Stand,Accessories,28,25,25,2025,4,April,Q2,2025-04,7,Repeat Customer
540787,106113,2025-01-17,2008,1,0,Wallet,Completed,40,Tehran,2023-10-06,VIP,Phone Case,Accessories,14,14,14,2025,1,January,Q1,2025-01,11,Repeat Customer
540788,108669,2025-11-29,2006,1,30,CardToCard,Completed,19,Tabriz,2023-10-03,New,Webcam,Electronics,48,34,34,2025,11,November,Q4,2025-11,4,Repeat Customer
540789,106072,2024-09-04,2017,1,0,CardToCard,Completed,51,Tehran,2023-01-01,Regular,HDMI Cable,Accessories,11,11,11,2024,9,September,Q3,2024-09,3,Repeat Customer
540790,104865,2025-06-23,2004,1,20,Gateway,Completed,60,Tehran,2025-07-31,Regular,Power Bank,Electronics,35,28,28,2025,6,June,Q2,2025-06,7,Repeat Customer
540791,100534,2025-09-22,2017,4,15,Wallet,Completed,31,Mashhad,2024-02-04,New,HDMI Cable,Accessories,11,37,37,2025,9,September,Q3,2025-09,6,Repeat Customer
540792,104805,2026-05-26,2004,1,10,Gateway,Completed,51,Tehran,2023-02-09,New,Power Bank,Electronics,35,32,32,2026,5,May,Q2,2026-05,3,Repeat Customer
540793,103601,2024-03-19,2006,3,20,Gateway,Completed,39,Shiraz,2025-11-10,VIP,Webcam,Electronics,48,115,115,2024,3,March,Q1,2024-03,8,Repeat Customer
540794,104750,2025-06-21,2013,3,10,Gateway,Completed,35,Tehran,2024-04-06,New,Notebook,Stationery,7,19,19,2025,6,June,Q2,2025-06,2,Repeat Customer
540795,109987,2024-11-09,2004,1,10,CardToCard,Completed,41,Ahvaz,2023-05-05,New,Power Bank,Electronics,35,32,32,2024,11,November,Q4,2024-11,7,Repeat Customer
540796,103061,2024-12-05,2008,3,10,Wallet,Completed,29,Tabriz,2025-05-31,Regular,Phone Case,Accessories,14,38,38,2024,12,December,Q4,2024-12,3,Repeat Customer
540797,108820,2025-01-02,2005,2,0,Gateway,Completed,25,Qom,2025-08-05,VIP,Laptop Stand,Accessories,28,56,56,2025,1,January,Q1,2025-01,8,Repeat Customer
540798,109628,2024-10-17,2015,2,15,Cash,Completed,63,Shiraz,2023-04-07,New,Bluetooth Speaker,Electronics,58,99,99,2024,10,October,Q4,2024-10,7,Repeat Customer
540799,104516,2025-04-02,2002,1,0,Cash,Completed,56,Rasht,2023-12-23,New,Mechanical Keyboard,Electronics,62,62,62,2025,4,April,Q2,2025-04,2,Repeat Customer
540800,100809,2024-07-29,2002,1,0,Wallet,Completed,36,Tehran,2023-10-24,New,Mechanical Keyboard,Electronics,62,62,62,2024,7,July,Q3,2024-07,5,Repeat Customer
540802,107298,2025-12-22,2011,1,15,CardToCard,Completed,29,Tehran,2023-06-05,New,Desk Lamp,Home Office,32,27,27,2025,12,December,Q4,2025-12,6,Repeat Customer
540803,108421,2024-03-21,2008,1,5,CardToCard,Completed,54,Mashhad,2025-02-26,Regular,Phone Case,Accessories,14,13,13,2024,3,March,Q1,2024-03,3,Repeat Customer
540804,104779,2024-03-06,2007,3,0,Gateway,Completed,23,Karaj,2025-03-26,Regular,Headphones,Electronics,75,225,225,2024,3,March,Q1,2024-03,5,Repeat Customer
540805,100643,2024-12-26,2017,2,5,Gateway,Completed,59,Qom,2023-10-28,Regular,HDMI Cable,Accessories,11,21,21,2024,12,December,Q4,2024-12,6,Repeat Customer
540806,109245,2025-07-31,2010,2,5,Gateway,Completed,54,Mashhad,2024-12-16,Regular,Fitness Band,Wearables,55,104,104,2025,7,July,Q3,2025-07,9,Repeat Customer
540807,107943,2025-06-03,2013,1,0,CardToCard,Completed,45,Tabriz,2025-03-09,New,Notebook,Stationery,7,7,7,2025,6,June,Q2,2025-06,9,Repeat Customer
540808,100455,2024-06-28,2016,2,0,Gateway,Returned,46,Rasht,2025-03-31,New,Monitor,Electronics,21,42,42,2024,6,June,Q2,2024-06,6,Repeat Customer
540809,107339,2025-04-20,2013,1,0,Gateway,Completed,23,Karaj,2023-02-16,Regular,Notebook,Stationery,7,7,7,2025,4,April,Q2,2025-04,3,Repeat Customer
540810,106860,2024-01-18,2013,2,5,Cash,Completed,57,Shiraz,2024-07-11,Regular,Notebook,Stationery,7,13,13,2024,1,January,Q1,2024-01,10,Repeat Customer
540811,101434,2024-05-23,2003,4,0,CardToCard,Returned,44,Rasht,2023-04-20,New,USB-C Cable,Accessories,9,36,36,2024,5,May,Q2,2024-05,7,Repeat Customer
540812,104383,2024-08-29,2003,1,20,CardToCard,Completed,34,Isfahan,2023-08-10,Regular,USB-C Cable,Accessories,9,7,7,2024,8,August,Q3,2024-08,8,Repeat Customer
540813,109507,2025-09-23,2001,4,15,CardToCard,Completed,27,Karaj,2023-07-06,Regular,Wireless Mouse,Electronics,18,61,61,2025,9,September,Q3,2025-09,2,Repeat Customer
540814,100095,2025-10-12,2008,2,10,Gateway,Completed,61,Tehran,2025-01-29,New,Phone Case,Accessories,14,25,25,2025,10,October,Q4,2025-10,10,Repeat Customer
540815,105529,2024-04-16,2003,1,10,CardToCard,Completed,19,Tehran,2024-10-04,New,USB-C Cable,Accessories,9,8,8,2024,4,April,Q2,2024-04,10,Repeat Customer
540816,104231,2024-05-25,2011,2,5,Gateway,Completed,21,Tehran,2024-07-26,New,Desk Lamp,Home Office,32,61,61,2024,5,May,Q2,2024-05,7,Repeat Customer
540817,105521,2024-06-18,2005,3,15,Gateway,Completed,38,Rasht,2024-05-02,New,Laptop Stand,Accessories,28,71,71,2024,6,June,Q2,2024-06,10,Repeat Customer
540818,104573,2025-05-08,2001,4,0,Gateway,Completed,41,Isfahan,2025-11-10,VIP,Wireless Mouse,Electronics,18,72,72,2025,5,May,Q2,2025-05,6,Repeat Customer
540819,100134,2024-03-14,2018,2,5,CardToCard,Completed,44,Isfahan,2025-06-25,New,Microphone,Electronics,85,162,162,2024,3,March,Q1,2024-03,8,Repeat Customer
540820,107320,2025-11-11,2003,3,0,CardToCard,Completed,20,Ahvaz,2024-07-28,New,USB-C Cable,Accessories,9,27,27,2025,11,November,Q4,2025-11,8,Repeat Customer
540821,109957,2025-08-07,2015,2,5,Wallet,Completed,54,Tehran,2025-11-24,Regular,Bluetooth Speaker,Electronics,58,110,110,2025,8,August,Q3,2025-08,5,Repeat Customer
540822,106556,2025-09-06,2008,2,15,Gateway,Completed,43,Isfahan,2025-02-25,Regular,Phone Case,Accessories,14,24,24,2025,9,September,Q3,2025-09,5,Repeat Customer
540823,109665,2024-09-11,2001,1,0,Gateway,Completed,19,Tehran,2025-12-30,Regular,Wireless Mouse,Electronics,18,18,18,2024,9,September,Q3,2024-09,5,Repeat Customer
540824,107164,2025-04-20,2003,1,10,Gateway,Completed,56,Karaj,2025-04-25,Regular,USB-C Cable,Accessories,9,8,8,2025,4,April,Q2,2025-04,9,Repeat Customer
540825,108053,2024-09-20,2007,3,5,Gateway,Completed,38,Tehran,2025-08-29,New,Headphones,Electronics,75,214,214,2024,9,September,Q3,2024-09,9,Repeat Customer
540826,107393,2025-01-07,2013,3,0,Cash,Completed,31,Karaj,2025-02-17,New,Notebook,Stationery,7,21,21,2025,1,January,Q1,2025-01,6,Repeat Customer
540827,100925,2024-03-17,2006,1,0,Gateway,Cancelled,29,Shiraz,2025-04-05,Regular,Webcam,Electronics,48,48,48,2024,3,March,Q1,2024-03,9,Repeat Customer
540828,105560,2024-06-18,2014,1,30,CardToCard,Completed,24,Ahvaz,2023-12-17,New,Backpack,Accessories,42,29,29,2024,6,June,Q2,2024-06,10,Repeat Customer
540829,100656,2024-03-12,2003,1,0,Gateway,Returned,43,Tehran,2023-04-21,Regular,USB-C Cable,Accessories,9,9,9,2024,3,March,Q1,2024-03,6,Repeat Customer
540830,106946,2025-06-19,2020,1,15,Wallet,Completed,44,Tabriz,2025-07-19,Regular,Gaming Controller,Gaming,68,58,58,2025,6,June,Q2,2025-06,5,Repeat Customer
540831,102686,2025-11-25,2013,1,15,CardToCard,Completed,41,Ahvaz,2023-12-17,Regular,Notebook,Stationery,7,6,6,2025,11,November,Q4,2025-11,3,Repeat Customer
540832,105296,2026-06-04,2013,2,5,Wallet,Completed,56,Tabriz,2023-12-31,Regular,Notebook,Stationery,7,13,13,2026,6,June,Q2,2026-06,3,Repeat Customer
540833,109070,2025-08-15,2003,5,10,Wallet,Completed,41,Karaj,2025-10-25,New,USB-C Cable,Accessories,9,40,40,2025,8,August,Q3,2025-08,5,Repeat Customer
540834,105280,2026-01-11,2008,1,10,Gateway,Completed,27,Kerman,2025-08-12,Regular,Phone Case,Accessories,14,13,13,2026,1,January,Q1,2026-01,10,Repeat Customer
540835,101789,2024-10-25,2009,3,20,Gateway,Completed,40,Karaj,2023-06-19,Regular,Smart Watch,Wearables,120,288,288,2024,10,October,Q4,2024-10,8,Repeat Customer
540836,108966,2025-11-24,2014,1,10,Gateway,Completed,55,Kerman,2025-12-25,Regular,Backpack,Accessories,42,38,38,2025,11,November,Q4,2025-11,9,Repeat Customer
540837,108197,2024-07-14,2014,2,10,Gateway,Completed,34,Ahvaz,2025-08-30,New,Backpack,Accessories,42,76,76,2024,7,July,Q3,2024-07,9,Repeat Customer
540838,100260,2025-04-24,2017,1,20,CardToCard,Completed,46,Tehran,2024-04-05,VIP,HDMI Cable,Accessories,11,9,9,2025,4,April,Q2,2025-04,7,Repeat Customer
540839,104928,2024-11-22,2014,2,20,Gateway,Completed,46,Tehran,2023-09-11,Regular,Backpack,Accessories,42,67,67,2024,11,November,Q4,2024-11,7,Repeat Customer
540840,109208,2025-08-17,2010,2,0,Gateway,Completed,49,Kerman,2024-09-07,New,Fitness Band,Wearables,55,110,110,2025,8,August,Q3,2025-08,4,Repeat Customer
540841,105320,2025-05-21,2004,2,0,Gateway,Cancelled,28,Isfahan,2023-03-04,New,Power Bank,Electronics,35,70,70,2025,5,May,Q2,2025-05,7,Repeat Customer
540842,108987,2025-11-02,2008,5,15,Wallet,Completed,53,Tehran,2025-06-06,Regular,Phone Case,Accessories,14,60,60,2025,11,November,Q4,2025-11,8,Repeat Customer
540843,103312,2024-07-18,2017,1,10,Gateway,Completed,41,Mashhad,2025-05-10,Regular,HDMI Cable,Accessories,11,10,10,2024,7,July,Q3,2024-07,6,Repeat Customer
540844,107220,2026-02-15,2015,1,0,Gateway,Completed,28,Karaj,2025-10-24,Regular,Bluetooth Speaker,Electronics,58,58,58,2026,2,February,Q1,2026-02,6,Repeat Customer
540845,106368,2024-09-28,2006,1,20,Gateway,Completed,26,Qom,2025-06-30,Regular,Webcam,Electronics,48,38,38,2024,9,September,Q3,2024-09,5,Repeat Customer
540846,108370,2024-02-29,2001,1,10,Gateway,Completed,62,Tabriz,2025-08-20,New,Wireless Mouse,Electronics,18,16,16,2024,2,February,Q1,2024-02,6,Repeat Customer
540847,106968,2024-12-07,2018,1,5,CardToCard,Completed,45,Mashhad,2025-01-16,New,Microphone,Electronics,85,81,81,2024,12,December,Q4,2024-12,4,Repeat Customer
540848,100394,2024-01-29,2001,3,5,Gateway,Completed,46,Isfahan,2025-10-23,Regular,Wireless Mouse,Electronics,18,51,51,2024,1,January,Q1,2024-01,4,Repeat Customer
540849,105379,2025-07-21,2008,1,10,Wallet,Completed,41,Shiraz,2025-03-16,Regular,Phone Case,Accessories,14,13,13,2025,7,July,Q3,2025-07,5,Repeat Customer
540850,105553,2024-06-11,2010,2,5,Gateway,Completed,49,Rasht,2023-09-16,Regular,Fitness Band,Wearables,55,104,104,2024,6,June,Q2,2024-06,8,Repeat Customer
540851,107922,2025-10-01,2008,3,5,Gateway,Completed,33,Rasht,2023-06-16,Regular,Phone Case,Accessories,14,40,40,2025,10,October,Q4,2025-10,4,Repeat Customer
540852,103887,2026-03-07,2004,1,10,Gateway,Completed,41,Tehran,2024-01-12,Regular,Power Bank,Electronics,35,32,32,2026,3,March,Q1,2026-03,6,Repeat Customer
540853,107486,2025-05-24,2013,2,0,Gateway,Completed,59,Tabriz,2024-05-03,Regular,Notebook,Stationery,7,14,14,2025,5,May,Q2,2025-05,1,New Customer
540854,106102,2025-07-27,2008,1,0,Gateway,Cancelled,60,Tehran,2025-10-14,Regular,Phone Case,Accessories,14,14,14,2025,7,July,Q3,2025-07,4,Repeat Customer
540855,105684,2025-01-04,2020,1,0,Gateway,Completed,38,Ahvaz,2024-03-20,Regular,Gaming Controller,Gaming,68,68,68,2025,1,January,Q1,2025-01,2,Repeat Customer
540856,103148,2024-03-17,2008,4,0,Gateway,Completed,58,Tehran,2023-06-14,Regular,Phone Case,Accessories,14,56,56,2024,3,March,Q1,2024-03,7,Repeat Customer
540857,103580,2025-01-06,2018,2,0,Wallet,Completed,21,Tehran,2023-09-24,Regular,Microphone,Electronics,85,170,170,2025,1,January,Q1,2025-01,4,Repeat Customer
540858,107111,2024-12-20,2003,2,0,Wallet,Completed,19,Isfahan,2025-02-23,Regular,USB-C Cable,Accessories,9,18,18,2024,12,December,Q4,2024-12,5,Repeat Customer
540859,100160,2024-11-29,2008,2,0,Cash,Completed,55,Mashhad,2023-04-09,Regular,Phone Case,Accessories,14,28,28,2024,11,November,Q4,2024-11,5,Repeat Customer
540860,105284,2025-06-23,2001,1,20,Wallet,Completed,54,Kerman,2025-11-05,New,Wireless Mouse,Electronics,18,14,14,2025,6,June,Q2,2025-06,7,Repeat Customer
540861,109031,2025-03-18,2017,2,0,Gateway,Completed,28,Mashhad,2025-05-05,Regular,HDMI Cable,Accessories,11,22,22,2025,3,March,Q1,2025-03,3,Repeat Customer
540862,100849,2026-03-07,2004,1,0,Wallet,Completed,57,Tehran,2024-05-28,New,Power Bank,Electronics,35,35,35,2026,3,March,Q1,2026-03,7,Repeat Customer
540863,109416,2025-10-16,2003,2,15,Wallet,Cancelled,38,Shiraz,2025-06-12,Regular,USB-C Cable,Accessories,9,15,15,2025,10,October,Q4,2025-10,5,Repeat Customer
540864,107455,2025-09-07,2018,2,0,CardToCard,Completed,47,Shiraz,2025-12-23,Regular,Microphone,Electronics,85,170,170,2025,9,September,Q3,2025-09,5,Repeat Customer
540865,107077,2026-03-01,2016,1,5,Gateway,Completed,56,Isfahan,2025-02-15,VIP,Monitor,Electronics,21,20,20,2026,3,March,Q1,2026-03,6,Repeat Customer
540866,103352,2025-02-18,2014,1,5,Gateway,Completed,63,Ahvaz,2025-10-04,New,Backpack,Accessories,42,40,40,2025,2,February,Q1,2025-02,4,Repeat Customer
540867,106437,2026-03-20,2003,3,0,Wallet,Completed,57,Mashhad,2024-05-08,New,USB-C Cable,Accessories,9,27,27,2026,3,March,Q1,2026-03,3,Repeat Customer
540868,107598,2024-12-24,2008,2,15,CardToCard,Completed,37,Tehran,2025-10-21,Regular,Phone Case,Accessories,14,24,24,2024,12,December,Q4,2024-12,6,Repeat Customer
540869,106089,2024-09-06,2017,4,0,Cash,Completed,36,Ahvaz,2024-08-20,New,HDMI Cable,Accessories,11,44,44,2024,9,September,Q3,2024-09,3,Repeat Customer
540870,106672,2025-11-14,2014,1,0,Gateway,Completed,34,Tabriz,2024-06-04,Regular,Backpack,Accessories,42,42,42,2025,11,November,Q4,2025-11,5,Repeat Customer
540871,102133,2025-11-22,2002,2,0,Gateway,Completed,42,Tehran,2024-05-05,Regular,Mechanical Keyboard,Electronics,62,124,124,2025,11,November,Q4,2025-11,6,Repeat Customer
540872,109401,2024-12-21,2013,2,5,CardToCard,Completed,40,Tehran,2025-07-25,New,Notebook,Stationery,7,13,13,2024,12,December,Q4,2024-12,8,Repeat Customer
540873,103236,2025-07-01,2015,2,5,Gateway,Completed,45,Tehran,2025-08-21,New,Bluetooth Speaker,Electronics,58,110,110,2025,7,July,Q3,2025-07,2,Repeat Customer
540874,107384,2026-01-18,2001,1,15,Gateway,Completed,46,Mashhad,2023-12-24,Regular,Wireless Mouse,Electronics,18,15,15,2026,1,January,Q1,2026-01,7,Repeat Customer
540875,108061,2024-01-26,2013,1,0,Wallet,Completed,36,Mashhad,2024-02-23,Regular,Notebook,Stationery,7,7,7,2024,1,January,Q1,2024-01,3,Repeat Customer
540876,102054,2025-10-22,2017,4,0,Cash,Completed,63,Isfahan,2025-05-27,New,HDMI Cable,Accessories,11,44,44,2025,10,October,Q4,2025-10,8,Repeat Customer
540877,105395,2024-10-28,2008,2,0,Gateway,Completed,44,Tabriz,2023-05-11,Regular,Phone Case,Accessories,14,28,28,2024,10,October,Q4,2024-10,5,Repeat Customer
540878,102669,2026-04-03,2014,2,15,Wallet,Completed,21,Tabriz,2025-09-10,Regular,Backpack,Accessories,42,71,71,2026,4,April,Q2,2026-04,4,Repeat Customer
540879,100659,2024-04-30,2005,1,0,Gateway,Completed,21,Tehran,2025-11-25,New,Laptop Stand,Accessories,28,28,28,2024,4,April,Q2,2024-04,7,Repeat Customer
540880,109086,2025-07-10,2012,4,5,Gateway,Completed,65,Mashhad,2025-03-17,Regular,Office Chair,Home Office,180,684,684,2025,7,July,Q3,2025-07,9,Repeat Customer
540881,106708,2025-10-17,2013,1,10,Gateway,Completed,33,Tehran,2024-05-07,Regular,Notebook,Stationery,7,6,6,2025,10,October,Q4,2025-10,8,Repeat Customer
540882,102462,2024-05-05,2013,1,0,Wallet,Completed,28,Shiraz,2023-06-01,Regular,Notebook,Stationery,7,7,7,2024,5,May,Q2,2024-05,7,Repeat Customer
540883,104451,2026-01-26,2003,2,0,Wallet,Returned,59,Rasht,2025-05-11,VIP,USB-C Cable,Accessories,9,18,18,2026,1,January,Q1,2026-01,6,Repeat Customer
540884,105576,2024-12-15,2013,3,10,Wallet,Completed,43,Tabriz,2023-07-20,New,Notebook,Stationery,7,19,19,2024,12,December,Q4,2024-12,4,Repeat Customer
540885,101591,2024-01-27,2013,3,5,Gateway,Completed,53,Tehran,2025-06-12,Regular,Notebook,Stationery,7,20,20,2024,1,January,Q1,2024-01,5,Repeat Customer
540887,104673,2024-01-05,2018,3,10,CardToCard,Completed,28,Rasht,2023-07-17,Regular,Microphone,Electronics,85,230,230,2024,1,January,Q1,2024-01,7,Repeat Customer
540888,101027,2026-04-12,2003,1,10,Gateway,Completed,21,Tehran,2025-08-11,Regular,USB-C Cable,Accessories,9,8,8,2026,4,April,Q2,2026-04,7,Repeat Customer
540889,105146,2025-03-19,2012,2,20,Gateway,Completed,54,Rasht,2024-10-06,Regular,Office Chair,Home Office,180,288,288,2025,3,March,Q1,2025-03,6,Repeat Customer
